smmp_id,depthpos,node_id,x_smmp,y_smmp,z_surface,install_year,next_tree_id,next_tree_dist,tree_pos,smmp_type,profiledepth_cm,sampling_date_core,fc_vol_perc,ks_m_s,bulkdens_kg_m3,porosity_sat_vol_perc,porosity_calc_vol_perc,gravel_grav_perc,sand_grav_perc,silt_grav_perc,clay_grav_perc,textureclass,textureclass_ger
255,t,67,598898.77,5662806.38,364.05,2014,786,2.86,far,kt,37,11.11.14,44.63,0.00000148,1.07,53.6,59.6,,,,,,
256,b,45,598795.8,5662759.08,368.62,2014,254,1.65,far,kt,32,,,,,,,,,,,,
256,t,45,598795.8,5662759.08,368.62,2014,254,1.65,far,kt,32,,41.72,,1.27795,49.8,52,,,,,,
257,b,72,598806.33,5662774.41,367.4,2014,178,0.78,close,kt,37,09.10.14,39.2,,1.34,48.8,49.7,,,,,,
257,t,72,598806.33,5662774.41,367.4,2014,178,0.78,close,kt,37,08.10.14,45.08,0.000000329,1.23,51.9,53.7,,,,,,
258,b,33,598808.88,5662757,368.62,2014,221,3.9,far,kt,40,14.10.14,43.36,0.0000113,1.31,48.3,50.7,,,,,,
258,t,33,598808.88,5662757,368.62,2014,221,3.9,far,kt,40,14.10.14,43.93,0.00000403,1.25,51.7,53,,,,,,
259,b,33,598807.07,5662761.52,368.34,2014,220,0.94,close,kt,42,14.10.14,35.67,,1.44,43.8,46,,,,,,
259,t,33,598807.07,5662761.52,368.34,2014,220,0.94,close,kt,42,14.10.14,44.06,0.0000436,0.9,60.2,66.2,,,,,,
260,b,63,598816.4,5662794.79,365.64,2014,118,1.28,far,kt,37,20.10.14,38.3,0.0000185,1.42,44.2,46.8,,,,,,
260,t,63,598816.4,5662794.79,365.64,2014,118,1.28,far,kt,37,20.10.14,42.78,,1.13,53.2,57.5,,,,,,
261,b,61,598807.14,5662785.85,366.46,2014,134,1.64,far,kt,46,17.10.14,36.68,0.00000082,1.52,40.1,42.8,,,,,,
261,t,61,598807.14,5662785.85,366.46,2014,134,1.64,far,kt,46,17.10.14,41.72,0.0000149,1.24,48.3,53.3,,,,,,
262,b,65,598830.98,5662778.58,366.85,2014,759,2.27,far,kt,35,16.10.14,47.89,0.0000202,1.32,52.9,50.5,,,,,,
262,t,65,598830.98,5662778.58,366.85,2014,759,2.27,far,kt,35,16.10.14,40.96,0.0000401,1.1,55.4,58.6,,,,,,
263,b,23,598845.27,5662763.28,367.64,2014,639,1.08,far,kt,38,,30.45,0.000136,1.31,51.8,50.8,,,,,,
263,t,23,598845.27,5662763.28,367.64,2014,639,1.08,far,kt,38,,30.93,0.000206,1.2181,52.1,54.2,,,,,,
264,b,59,598840.48,5662792.94,365.63,2014,766,2.45,far,kt,37,22.10.14,58.99,0.000582,1.03,68.6,61.1,,,,,,
264,t,59,598840.48,5662792.94,365.63,2014,766,2.45,far,kt,37,22.10.14,47.99,0.00000123,1.21,50.5,54.5,,,,,,
265,b,57,598844.93,5662833.55,362.35,2014,1022,0.56,close,kt,48,28.10.14,38.82,0.000029,1.48175,44.2,44.3,,,,,,
265,t,57,598844.93,5662833.55,362.35,2014,1022,0.56,close,kt,48,27.10.14,37.08,0.000196,1.05,51.8,60.7,,,,,,
266,b,37,598854.16,5662749.81,368.33,2014,595,1.09,far,kt,39,,37.24,0.00000128,1.6,46.3,39.7,,,,,,
266,t,37,598854.16,5662749.81,368.33,2014,595,1.09,far,kt,39,,35.19,0.000051,1.21,56.8,54.6,,,,,,
267,b,16,598856.25,5662789.43,365.72,2014,744,2.76,far,kt,31,23.10.14,52.15,0.000000271,1.31,53.7,50.7,,,,,,
267,t,16,598856.25,5662789.43,365.72,2014,744,2.76,far,kt,31,23.10.14,45.36,0.00000646,1.28,48.5,52.1,,,,,,
268,b,46,598857.3,5662818.03,363.63,2014,854,1.92,far,kt,35,29.10.14,46.64,,1.36,46.4,49,,,,,,
268,t,46,598857.3,5662818.03,363.63,2014,854,1.92,far,kt,35,29.10.14,39.87,0.0000149,1.28,51.1,51.9,,,,,,
269,b,52,598856.71,5662826.57,362.97,2014,1010,1.54,far,kt,42,24.10.14,35.6,0.0000723,1.57,40.7,40.9,,,,,,
269,t,52,598856.71,5662826.57,362.97,2014,1010,1.54,far,kt,42,24.10.14,47.79,0.0000157,1.12,56.6,57.8,,,,,,
270,b,2,598878.49,5662759.99,367.14,2015,618,1.8,far,kt,32,25.03.15,45.81,,1.38,51,48.2,,,,,,
270,t,2,598878.49,5662759.99,367.14,2015,618,1.8,far,kt,32,25.03.15,39.37,0.000035,1.35,49.7,49.1,,,,,,
271,b,20,598889.93,5662769.05,366.45,2015,613,3,far,kt,36,26.03.15,43.98,0.000255,1.43,51,46.4,,,,,,
271,t,20,598889.93,5662769.05,366.45,2015,613,3,far,kt,36,26.03.15,42.18,0.000303,1.3,54,51.2,,,,,,
272,b,31,598882.98,5662785.44,365.65,2014,729,1.24,far,kt,36,,45.91,0.0000344,1.33,55.1,49.8,,,,,,
272,t,31,598882.98,5662785.44,365.65,2014,729,1.24,far,kt,36,,38.17,0.000222,1.03,59.7,61.4,,,,,,
273,b,25,598889.49,5662797.25,364.82,2014,788,1.47,far,kt,37,13.11.14,49.3,,1.34,48.3,49.4,,,,,,
273,t,25,598889.49,5662797.25,364.82,2014,788,1.47,far,kt,37,13.11.14,41.21,0.0000417,1.1887,53.8,55.3,,,,,,
274,b,24,598897.68,5662789.39,365.14,2014,782,2.76,far,kt,37,12.11.14,38.16,,1.44,42.7,45.7,,,,,,
274,t,24,598897.68,5662789.39,365.14,2014,782,2.76,far,kt,37,12.11.14,43.41,,1.06,57.9,60,,,,,,
301,b,8,598788.33,5662805.78,364.6,2014,102,0.31,close,tt,53,07.10.14,40.84,0.000599,1.04,52.3,60.9,,,,,,
301,t,8,598788.33,5662805.78,364.6,2014,102,0.31,close,tt,53,07.10.14,61.24,,,,,,,,,,
302,b,14,598800.7,5662819.2,363.4,2014,29,0.3,close,tt,,01.10.14,33.1,0.0000152,1.3,43.4,51.1,,,,,,
302,t,14,598800.7,5662819.2,363.4,2014,29,0.3,close,tt,,01.10.14,37.13,0.0000164,1.25,50.5,52.9,,,,,,
303,b,39,598816.6,5662764.82,368.05,2014,206,0.3,close,tt,51,,,,,,,,,,,,
303,t,39,598816.6,5662764.82,368.05,2014,206,0.3,close,tt,51,15.10.14,41.24,0.0000108,1.27,48.6,52.4,,,,,,
304,b,30,598831.64,5662800.01,365.05,2014,817,0.3,close,tt,35,21.10.14,45.49,0.0000831,1.33,50.4,49.8,,,,,,
304,t,30,598831.64,5662800.01,365.05,2014,817,0.3,close,tt,35,21.10.14,41.95,0.0000136,1.15,52.7,56.6,,,,,,
305,b,19,598846.32,5662755.53,368.2,2014,587,0.3,close,tt,,,34.87,0.000117,1.38,49.8,48,,,,,,
305,t,19,598846.32,5662755.53,368.2,2014,587,0.3,close,tt,,,35.92,0.000231,0.96,63.5,64,,,,,,
306,b,38,598850.05,5662757.06,367.98,2015,592,0.3,close,tt,32,,44.69,,1.46,55,45.2,,,,,,
306,t,38,598850.05,5662757.06,367.98,2015,592,0.3,close,tt,32,30.03.15,46.14,0.0000254,1.14,56.8,57,,,,,,
308,b,25,598888.98,5662798.79,364.8,2014,788,0.29,close,tt,39,13.11.14,44.39,0.0000085,1.2752,51,52.1,,,,,,
308,t,25,598888.98,5662798.79,364.8,2014,788,0.29,close,tt,39,13.11.14,42.4,0.00000593,1.1619,52.6,56.3,,,,,,
309,b,10,598807.26,5662781.37,366.88,2014,182,0.3,close,tt,87,08.10.14,32.88,0.0000516,1.43,40.3,46.1,,,,,,
309,t,10,598807.26,5662781.37,366.88,2014,182,0.3,close,tt,87,08.10.14,41.51,0.000213,1.06,57.9,60,,,,,,
310,b,13,598809.04,5662819.58,363.38,2014,37,0.3,close,tt,,02.10.14,39.34,0.0000452,1.3931,46.5,47.6,,,,,,
310,t,13,598809.04,5662819.58,363.38,2014,37,0.3,close,tt,,02.10.14,42.84,0.0000407,1.0806,53.4,59.4,,,,,,
311,b,54,598843.2,5662798.03,365.21,2014,806,0.31,close,tt,34,22.10.14,48.63,0.0000526,1.26,54.3,52.8,,,,,,
311,t,54,598843.2,5662798.03,365.21,2014,806,0.31,close,tt,34,22.10.14,47.42,0.0000165,1.27,45.1,52.2,,,,,,
312,b,50,598843.86,5662827.19,362.97,2014,1016,0.3,close,tt,40,,,,,,,0,2.86,69.36,27.78,SiCL,Tu4
312,t,50,598843.86,5662827.19,362.97,2014,1016,0.3,close,tt,40,,,,,,,,,,,,
313,b,22,598853.1,5662760.07,367.76,2014,634,0.3,close,tt,38,,39.33,0.0000656,1.39,50.9,47.7,0,1.91,67.61,30.48,SiCL,Tu4
313,t,22,598853.1,5662760.07,367.76,2014,634,0.3,close,tt,38,,47.8,0.0000213,1.11,65.1,58.1,,,,,,
314,b,26,598854.82,5662783.53,366.14,2014,746,0.3,close,tt,48,24.10.14,39.85,0.00000495,1.36,47.1,48.9,,,,,,
314,t,26,598854.82,5662783.53,366.14,2014,746,0.3,close,tt,48,24.10.14,46.11,0.000194,1.01,54,62.1,,,,,,
315,b,15,598885.3,5662824.37,363.13,2014,993,0.3,close,tt,,,,,,,,,,,,,
315,t,15,598885.3,5662824.37,363.13,2014,993,0.3,close,tt,,05.11.14,47.03,,0.73,61.9,72.7,,,,,,
316,b,28,598899.28,5662782.81,365.49,2014,926,0.3,close,tt,34,,45.42,,1.37,45.7,48.6,,,,,,
316,t,28,598899.28,5662782.81,365.49,2014,926,0.3,close,tt,34,13.11.14,43.62,0.00000698,1.15,52.6,56.7,,,,,,
317,b,9,598799.82,5662756.01,368.8,2014,255,0.3,close,tt,,,,,,,,2.85,8.17,68.89,20.09,SiL,Ut4
317,t,9,598799.82,5662756.01,368.8,2014,255,0.3,close,tt,,13.10.14,44.25,0.0000699,1.08,58.6,59.4,,,,,,
318,b,56,598852.8,5662829.61,362.76,2014,1013,0.3,close,tt,,,,,,,,,,,,,
318,t,56,598852.8,5662829.61,362.76,2014,1013,0.3,close,tt,,28.10.14,48.72,0.0000765,1.01,63.4,61.9,,,,,,
320,b,69,598806.19,5662774.86,367.38,2014,178,0.31,close,tt,37,09.10.14,39.91,0.0000465,1.32,47.7,50.4,0,1.77,68.84,29.39,SiCL,Tu4
320,t,69,598806.19,5662774.86,367.38,2014,178,0.31,close,tt,37,08.10.14,36.2,0.00017,1.15,52,56.7,0.28,2.84,78.26,18.61,,
321,b,48,598805.93,5662761.25,368.51,2014,220,0.3,close,tt,,,,,,,,,,,,,
321,t,48,598805.93,5662761.25,368.51,2014,220,0.3,close,tt,,14.10.14,,,,,,,,,,,
322,b,18,598844.5,5662763.13,367.74,2014,639,0.3,close,tt,,,46.03,0.0000255,1.34,58.6,49.5,0.38,5.87,68.41,25.34,SiL,Tu4
322,t,18,598844.5,5662763.13,367.74,2014,639,0.3,close,tt,,,37.16,0.0000935,1.17,57.1,55.9,,,,,,
402,b,14,598800.51,5662819.43,363.36,2014,29,0.6,close,tt,,01.10.14,34.37,0.0000304,1.36,42.8,48.8,,,,,,
402,t,14,598800.51,5662819.43,363.36,2014,29,0.6,close,tt,,01.10.14,41.23,0.0000107,1.13,55.3,57.6,,,,,,
405,b,19,598846.62,5662755.53,368.2,2014,587,0.6,close,tt,,,38.76,0.0000266,1.32,52.4,50.2,,,,,,
405,t,19,598846.62,5662755.53,368.2,2014,587,0.6,close,tt,,,27.23,0.0000516,1.09,51.1,59.1,,,,,,
407,b,60,598858.78,5662784.3,366.01,2014,742,0.61,close,tt,28,23.10.14,48.74,,1.26,49.8,52.4,,,,,,
407,t,60,598858.78,5662784.3,366.01,2014,742,0.61,close,tt,28,23.10.14,47.84,,1.17,52.8,55.9,,,,,,
415,b,15,598885.56,5662824.22,363.12,2014,993,0.6,close,tt,,,,,,,,,,,,,
415,t,15,598885.56,5662824.22,363.12,2014,993,0.6,close,tt,,05.11.14,34.91,0.000557,1.19,42.7,55.1,,,,,,
416,b,28,598899.14,5662782.55,365.49,2014,926,0.59,close,tt,34,13.11.14,46.11,,1.3,49,51.3,,,,,,
416,t,28,598899.14,5662782.55,365.49,2014,926,0.59,close,tt,34,13.11.14,,0.000166,,,,,,,,,
419,b,80,598903.31,5662806.9,363.96,2014,950,0.83,close,tt,,06.11.14,48.21,0.0000312,1.36,49.2,49,,,,,,
419,t,80,598903.31,5662806.9,363.96,2014,950,0.83,close,tt,,06.11.14,42.23,0.0000192,1.23,50.5,53.8,,,,,,
421,b,48,598805.37,5662760.99,368.46,2014,220,0.39,close,tt,,,,,,,,,,,,,
421,t,48,598805.37,5662760.99,368.46,2014,220,0.39,close,tt,,14.10.14,47.06,0.00000071,1.04,56.6,60.8,,,,,,
422,b,18,598844.79,5662763.19,367.71,2014,639,0.6,close,tt,,,44.27,0.0000534,1.35,55.8,49.2,,,,,,
422,t,18,598844.79,5662763.19,367.71,2014,639,0.6,close,tt,,,48.38,0.0000845,1.02,68.7,61.5,,,,,,
501,b,8,598788.41,5662804.89,364.66,2014,102,1.2,far,tt,35,07.10.14,35.74,0.00000617,1.48,40.7,44.4,,,,,,
501,t,8,598788.41,5662804.89,364.66,2014,102,1.2,far,tt,35,07.10.14,40.08,0.0000425,1.19,54,55.3,,,,,,
503,b,64,598816.82,5662765.69,367.98,2014,206,1.2,far,tt,51,15.10.14,41.72,0.00000377,1.2,50.4,55,,,,,,
503,t,64,598816.82,5662765.69,367.98,2014,206,1.2,far,tt,51,15.10.14,42.04,0.00000141,1.26,51.6,52.6,,,,,,
504,b,32,598832.13,5662800.77,365.01,2014,817,1.2,far,tt,35,21.10.14,47.84,0.0000341,1.23,54.3,53.7,,,,,,
504,t,32,598832.13,5662800.77,365.01,2014,817,1.2,far,tt,35,21.10.14,41.75,0.0000668,1.1,57.4,58.8,,,,,,
506,b,38,598850.57,5662757.79,367.93,2014,592,1.2,far,tt,,,42.56,0.0000601,1.48,53.4,44.5,,,,,,
506,t,38,598850.57,5662757.79,367.93,2014,592,1.2,far,tt,,,34.1,0.0000687,1.33,52.4,49.9,,,,,,
507,b,60,598858.66,5662783.71,366.06,2014,742,1.21,far,tt,28,23.10.14,51.5,,1.27,51.5,52.2,,,,,,
507,t,60,598858.66,5662783.71,366.06,2014,742,1.21,far,tt,28,23.10.14,46.15,0.00000106,1.2,51.8,54.8,,,,,,
509,b,10,598807.88,5662782.32,366.74,2014,182,1.43,far,tt,,02.10.14,34.6,0.0000487,1.43,42.5,46.3,,,,,,
509,t,10,598807.88,5662782.32,366.74,2014,182,1.43,far,tt,,02.10.14,39.66,0.0000149,1.28,48.1,52,,,,,,
510,b,13,598809.08,5662818.68,363.48,2014,37,1.21,far,tt,,08.10.14,,,,,,,,,,,
510,t,13,598809.08,5662818.68,363.48,2014,37,1.21,far,tt,,08.10.14,,,,,,,,,,,
512,b,50,598844.43,5662827.89,362.85,2014,1016,1.2,far,tt,40,27.10.14,49.79,,1.35,53.5,49.2,0.07,1.8,55.99,42.13,SiC,Tu3
512,t,50,598844.43,5662827.89,362.85,2014,1016,1.2,far,tt,40,27.10.14,41.85,,0.79,59.5,70.4,0.56,3.41,77.76,18.27,SiL,Ut4
513,b,22,598853.04,5662760.97,367.65,2014,634,1.2,far,tt,38,,39.92,0.0000387,1.41,53.5,47.1,0,1.5,65.12,33.38,SiCL,Tu4
513,t,22,598853.04,5662760.97,367.65,2014,634,1.2,far,tt,38,,44.46,0.0000435,1.15,62.5,56.9,0.02,2.44,78.25,19.3,SiL,Ut4
514,b,26,598855.72,5662783.48,366.15,2014,746,1.2,far,tt,37,23.10.14,44.35,0.0000856,1.31,49.6,50.6,,,,,,
514,t,26,598855.72,5662783.48,366.15,2014,746,1.2,far,tt,37,23.10.14,45.46,,1.27,49.6,52.1,,,,,,
519,b,80,598903.83,5662806.67,363.98,2014,951,1.36,far,tt,27,10.11.14,48.8,,1.3,49.6,51,,,,,,
519,t,80,598903.83,5662806.67,363.98,2014,951,1.36,far,tt,27,10.11.14,42.41,0.0000251,1.14,52.1,57.3,,,,,,
520,b,69,598806.46,5662774.01,367.44,2014,178,1.2,far,tt,37,08.10.14,44.62,0.0000034,1.35,48.2,49.3,0,4.13,62.68,33.2,SiCL,Tu3
520,t,69,598806.46,5662774.01,367.44,2014,178,1.2,far,tt,37,08.10.14,43.07,0.0000889,1.11,56.4,58.4,0,2.57,78.22,19.21,SiL,Ut4
